age,AT
345000,-6.456666666666667
346000,-6.983977272727272
347000,-5.588395061728395
348000,-5.849259259259259
349000,-5.368461538461538
350000,-6.2454216867469885
351000,-6.829294117647058
352000,-6.880470588235294
353000,-7.012093023255813
354000,-6.773176470588235
355000,-6.881428571428572
356000,-5.901794871794872
357000,-4.863378378378378
358000,-5.74
359000,-6.775609756097561
360000,-6.598024691358025
361000,-6.317088607594936
362000,-6.4887500000000005
363000,-5.886883116883117
364000,-5.017605633802817
365000,-7.19289156626506
366000,-7.300714285714286
367000,-6.74975
368000,-7.923953488372093
369000,-8.295977011494253
370000,-6.71
371000,-8.18
372000,-8.046279069767442
373000,-7.321111111111111
374000,-7.631807228915663
375000,-8.400232558139534
376000,-7.9330952380952375
377000,-8.123928571428571
378000,-8.118313253012047
379000,-8.011882352941177
380000,-7.63
381000,-7.755365853658536
382000,-8.459176470588234
383000,-6.092777777777778
384000,-4.5075
385000,-2.117777777777778
386000,-3.5453333333333332
387000,-2.3405454545454543
388000,-0.12446808510638298
389000,-0.49
390000,-0.812
391000,-0.6719999999999999
392000,-0.5853061224489795
393000,-0.06695652173913053
394000,-0.52875
395000,-0.5502127659574468
396000,-1.3643478260869566
397000,-0.05948717948717952
398000,-0.255625
